empID,A,Last Name,First Name,Department,Office,timestamp,type,prox-id,floor,zone
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 13:45:57,fixed-prox,tseifert001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 13:46:38,fixed-prox,eklinger001,2,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 13:46:38,fixed-prox,tseifert001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 13:47:09,fixed-prox,eklinger001,3,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 13:47:09,fixed-prox,tseifert001,3,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 13:47:25,fixed-prox,eklinger001,3,2
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-06 13:55:31,fixed-prox,sparrino001,2,6
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 13:56:36,fixed-prox,thagan001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 13:57:30,fixed-prox,acalzas001,2,6
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-06 13:57:31,fixed-prox,gcazar001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 13:57:51,fixed-prox,ldedos001,2,6
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-06 13:59:21,fixed-prox,ncalixto001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-06 14:01:21,fixed-prox,monda001,2,6
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 14:01:28,fixed-prox,ibarranco001,1,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 14:01:28,fixed-prox,epavone001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-06 14:01:34,fixed-prox,fmata001,2,6
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 14:02:09,fixed-prox,ibarranco001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 14:02:09,fixed-prox,epavone001,2,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 14:02:40,fixed-prox,ibarranco001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 14:02:40,fixed-prox,epavone001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 14:02:50,fixed-prox,epavone001,3,2
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 14:03:24,fixed-prox,lalcazar002,2,6
knielson,35,Nielson,Karole,Engineering,2550,2016-06-06 14:05:22,fixed-prox,knielson001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 14:51:44,fixed-prox,ldedos001,2,2
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 14:56:17,fixed-prox,acalzas001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 14:57:17,fixed-prox,thagan001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-06 14:58:33,fixed-prox,monda001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-06 14:59:01,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-06 14:59:01,fixed-prox,hmies001,2,6
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:05:01,fixed-prox,cmorluniau001,2,6
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-06 15:11:25,fixed-prox,jcastellanos001,2,3
slea,114,Lea,Sherell,Security,2170,2016-06-06 15:11:25,fixed-prox,slea001,2,3
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:25:34,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:26:15,fixed-prox,cmorluniau001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 15:32:27,fixed-prox,lalcazar002,2,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 15:33:08,fixed-prox,lalcazar002,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:33:10,fixed-prox,cmorluniau001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:33:52,fixed-prox,cmorluniau001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 15:34:08,fixed-prox,cmorluniau001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 15:40:29,fixed-prox,acalzas001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-06 15:41:15,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-06 15:41:15,fixed-prox,hmies001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 15:42:36,fixed-prox,ldedos001,2,2
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 15:42:51,fixed-prox,lalcazar002,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 15:43:33,fixed-prox,lalcazar002,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-06 15:44:09,fixed-prox,iborrasca001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-06 15:49:48,fixed-prox,monda001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 15:50:04,fixed-prox,thagan001,2,2
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-06 15:59:15,fixed-prox,iborrasca001,2,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 16:07:04,fixed-prox,acalzas001,2,2
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 16:07:28,fixed-prox,ldedos001,2,2
jholly,7,Holly,Jama,Administration,2410,2016-06-06 16:09:31,fixed-prox,jholly001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-06 16:10:13,fixed-prox,jholly001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 16:16:04,fixed-prox,thagan001,2,2
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 16:16:15,fixed-prox,cmorluniau001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-06 16:19:04,fixed-prox,monda001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-06 16:21:15,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-06 16:21:15,fixed-prox,hmies001,2,6
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 16:35:16,fixed-prox,epavone001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 16:35:57,fixed-prox,epavone001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-06 16:36:28,fixed-prox,epavone001,1,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-06 16:45:35,fixed-prox,gcazar001,2,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-06 16:46:16,fixed-prox,gcazar001,1,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-06 16:50:20,fixed-prox,hmies001,2,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-06 16:50:20,fixed-prox,hmies001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-06 16:50:20,fixed-prox,ncalixto001,2,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-06 16:51:01,fixed-prox,hmies001,1,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-06 16:51:01,fixed-prox,hmies001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-06 16:51:01,fixed-prox,ncalixto001,1,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 16:52:29,fixed-prox,ldedos001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-06 16:53:01,fixed-prox,ldedos001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-06 17:01:13,fixed-prox,jcastellanos001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-06 17:01:30,fixed-prox,aribera001,3,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-06 17:01:30,fixed-prox,lorosco001,3,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-06 17:01:54,fixed-prox,jcastellanos001,1,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-06 17:02:01,fixed-prox,aribera001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-06 17:02:01,fixed-prox,lorosco001,2,4
slea,114,Lea,Sherell,Security,2170,2016-06-06 17:02:09,fixed-prox,slea001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-06 17:02:32,fixed-prox,aribera001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-06 17:02:32,fixed-prox,lorosco001,1,4
slea,114,Lea,Sherell,Security,2170,2016-06-06 17:02:50,fixed-prox,slea001,1,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-06 17:03:11,fixed-prox,emintz001,3,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 17:03:11,fixed-prox,tseifert001,3,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-06 17:03:18,fixed-prox,iborrasca001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 17:03:18,fixed-prox,cmorluniau001,2,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-06 17:03:52,fixed-prox,emintz001,2,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 17:03:52,fixed-prox,tseifert001,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-06 17:03:59,fixed-prox,iborrasca001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-06 17:03:59,fixed-prox,cmorluniau001,1,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-06 17:04:23,fixed-prox,emintz001,1,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-06 17:04:23,fixed-prox,tseifert001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-06 17:05:34,fixed-prox,fmata001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-06 17:05:47,fixed-prox,hblue001,3,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-06 17:06:15,fixed-prox,fmata001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-06 17:06:28,fixed-prox,hblue001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-06 17:06:59,fixed-prox,hblue001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-06 17:11:14,fixed-prox,monda001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-06 17:11:55,fixed-prox,monda001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 17:14:18,fixed-prox,thagan001,2,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-06 17:14:59,fixed-prox,thagan001,1,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 17:15:54,fixed-prox,acalzas001,2,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 17:16:33,fixed-prox,ibarranco001,3,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-06 17:16:35,fixed-prox,acalzas001,1,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 17:17:14,fixed-prox,ibarranco001,2,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-06 17:17:45,fixed-prox,ibarranco001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-06 17:19:02,fixed-prox,sparrino001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-06 17:19:43,fixed-prox,sparrino001,1,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-06 17:20:27,fixed-prox,knielson001,2,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 17:20:27,fixed-prox,lalcazar002,2,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-06 17:21:08,fixed-prox,knielson001,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-06 17:21:08,fixed-prox,lalcazar002,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 17:31:50,fixed-prox,eklinger001,3,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 17:32:31,fixed-prox,eklinger001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-06 17:33:02,fixed-prox,eklinger001,1,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-06 17:56:42,fixed-prox,jsanjorge001,3,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-06 17:57:23,fixed-prox,jsanjorge001,2,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-06 17:57:54,fixed-prox,jsanjorge001,1,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-06 18:00:08,fixed-prox,ostrum001,3,6
ostrum,58,Strum,Orhan,Executive,3200,2016-06-06 18:01:33,fixed-prox,ostrum001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-06 18:02:14,fixed-prox,ostrum001,2,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-06 18:02:45,fixed-prox,ostrum001,1,4
earpa,60,Arpa,Emile,Facilities,1070,2016-06-07 02:29:40,fixed-prox,earpa001,1,6
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 02:32:40,fixed-prox,vawelon001,1,6
earpa,60,Arpa,Emile,Facilities,1070,2016-06-07 06:02:40,fixed-prox,earpa001,1,6
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 06:04:40,fixed-prox,vawelon001,1,6
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 07:00:56,fixed-prox,lorosco001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 07:01:36,fixed-prox,lorosco001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 07:02:07,fixed-prox,lorosco001,3,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-07 07:18:06,fixed-prox,hmies001,1,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-07 07:18:06,fixed-prox,hmies001,1,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-07 07:18:47,fixed-prox,hmies001,2,4
hmies,72,Mies,Henk,Facilities,2250,2016-06-07 07:18:47,fixed-prox,hmies001,2,4
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-07 07:19:37,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-07 07:19:37,fixed-prox,hmies001,2,6
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 07:20:06,fixed-prox,jsanjorge001,1,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-07 07:20:06,fixed-prox,cmorluniau001,1,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-07 07:20:06,fixed-prox,ncalixto001,1,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 07:20:47,fixed-prox,jsanjorge001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-07 07:20:47,fixed-prox,cmorluniau001,2,4
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-07 07:20:47,fixed-prox,ncalixto001,2,4
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-07 07:21:07,fixed-prox,cmorluniau001,2,6
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 07:21:30,fixed-prox,jsanjorge001,3,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 07:21:51,fixed-prox,jsanjorge001,3,6
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 07:24:38,fixed-prox,vawelon001,1,4
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 07:25:19,fixed-prox,vawelon001,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-07 07:28:39,fixed-prox,iborrasca001,1,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-07 07:29:20,fixed-prox,iborrasca001,2,4
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-07 07:29:36,fixed-prox,iborrasca001,2,6
knielson,35,Nielson,Karole,Engineering,2550,2016-06-07 07:32:06,fixed-prox,knielson001,1,4
knielson,35,Nielson,Karole,Engineering,2550,2016-06-07 07:32:47,fixed-prox,knielson001,2,4
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 07:34:15,fixed-prox,vawelon001,2,4
vawelon,61,Awelon,Varro,Facilities,1070,2016-06-07 07:34:57,fixed-prox,vawelon001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-07 07:34:59,fixed-prox,thagan001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-07 07:34:59,fixed-prox,monda001,1,4
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-07 07:35:41,fixed-prox,thagan001,2,4
monda,38,Onda,Marin,Engineering,2400,2016-06-07 07:35:41,fixed-prox,monda001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-07 07:35:54,fixed-prox,ldedos001,1,4
monda,38,Onda,Marin,Engineering,2400,2016-06-07 07:35:56,fixed-prox,monda001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-07 07:36:03,fixed-prox,thagan001,2,2
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-07 07:36:34,fixed-prox,ldedos001,2,4
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-07 07:36:52,fixed-prox,ldedos001,2,2
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-07 07:37:35,fixed-prox,lalcazar002,1,4
lalcazar,87,Alcazar,Lucas,Information Technology,2165,2016-06-07 07:38:16,fixed-prox,lalcazar002,2,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-07 07:42:56,fixed-prox,gcazar001,1,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-07 07:42:56,fixed-prox,sparrino001,1,4
gcazar,25,Cazar,Gustav,Engineering,2620,2016-06-07 07:43:38,fixed-prox,gcazar001,2,4
sparrino,41,Parrino,Silvio,Engineering,2125,2016-06-07 07:43:38,fixed-prox,sparrino001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-07 07:44:41,fixed-prox,acalzas001,1,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-07 07:45:22,fixed-prox,acalzas001,2,4
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-07 07:45:37,fixed-prox,acalzas001,2,2
fmata,33,Mata,Felipe,Engineering,2120,2016-06-07 07:45:39,fixed-prox,fmata001,1,4
fmata,33,Mata,Felipe,Engineering,2120,2016-06-07 07:46:20,fixed-prox,fmata001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-07 07:46:37,fixed-prox,jholly001,1,4
jholly,7,Holly,Jama,Administration,2410,2016-06-07 07:47:18,fixed-prox,jholly001,2,4
jholly,7,Holly,Jama,Administration,2410,2016-06-07 07:47:33,fixed-prox,jholly001,2,2
slea,114,Lea,Sherell,Security,2170,2016-06-07 07:51:38,fixed-prox,slea001,1,4
slea,114,Lea,Sherell,Security,2170,2016-06-07 07:52:19,fixed-prox,slea001,2,4
slea,114,Lea,Sherell,Security,2170,2016-06-07 07:53:12,fixed-prox,slea001,2,3
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-07 07:55:40,fixed-prox,jcastellanos001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-07 07:56:21,fixed-prox,jcastellanos001,2,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-07 07:57:14,fixed-prox,jcastellanos001,2,3
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:00:20,fixed-prox,lorosco001,3,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:01:02,fixed-prox,lorosco001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:01:33,fixed-prox,lorosco001,1,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-07 08:01:35,fixed-prox,emintz001,1,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-07 08:01:35,fixed-prox,epavone001,1,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-07 08:01:35,fixed-prox,aribera001,1,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:01:35,fixed-prox,tseifert001,1,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 08:01:35,fixed-prox,ostrum001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:01:56,fixed-prox,lorosco001,1,2
emintz,54,Mintz,Emil,Executive,3220,2016-06-07 08:02:16,fixed-prox,emintz001,2,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:02:16,fixed-prox,tseifert001,2,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-07 08:02:17,fixed-prox,epavone001,2,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-07 08:02:17,fixed-prox,aribera001,2,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 08:02:17,fixed-prox,ostrum001,2,4
emintz,54,Mintz,Emil,Executive,3220,2016-06-07 08:02:47,fixed-prox,emintz001,3,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:02:47,fixed-prox,tseifert001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-07 08:02:48,fixed-prox,epavone001,3,4
aribera,14,Ribera,Anda,Administration,3110,2016-06-07 08:02:48,fixed-prox,aribera001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 08:02:48,fixed-prox,ostrum001,3,4
epavone,13,Pavone,Emma,Administration,3150,2016-06-07 08:02:58,fixed-prox,epavone001,3,2
emintz,54,Mintz,Emil,Executive,3220,2016-06-07 08:03:02,fixed-prox,emintz001,3,3
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 08:03:13,fixed-prox,ostrum001,3,6
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 08:03:21,fixed-prox,ostrum001,3,3
hblue,51,Blue,Hobert,Executive,3350,2016-06-07 08:03:36,fixed-prox,hblue001,1,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-07 08:04:17,fixed-prox,hblue001,2,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-07 08:04:48,fixed-prox,hblue001,3,4
hblue,51,Blue,Hobert,Executive,3350,2016-06-07 08:05:12,fixed-prox,hblue001,3,2
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:10:36,fixed-prox,lorosco001,1,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:11:17,fixed-prox,lorosco001,2,4
lorosco,55,Orosco,Lenna,Executive,3320,2016-06-07 08:11:48,fixed-prox,lorosco001,3,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-07 08:16:36,fixed-prox,ibarranco001,1,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-07 08:17:17,fixed-prox,ibarranco001,2,4
ibarranco,50,Barranco,Ingrid,Executive,3120,2016-06-07 08:17:48,fixed-prox,ibarranco001,3,4
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:30:16,fixed-prox,tseifert001,3,6
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:30:23,fixed-prox,tseifert001,3,3
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 08:30:26,fixed-prox,jsanjorge001,3,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 08:31:08,fixed-prox,jsanjorge001,2,4
jsanjorge,57,Sanjorge Jr.,Sten,Executive,3000,2016-06-07 08:31:39,fixed-prox,jsanjorge001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-07 08:31:41,fixed-prox,eklinger001,1,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-07 08:32:23,fixed-prox,eklinger001,2,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-07 08:32:54,fixed-prox,eklinger001,3,4
eklinger,8,Klinger,Evangeline,Administration,3360,2016-06-07 08:33:10,fixed-prox,eklinger001,3,2
tseifert,15,Seifert,Tifany,Administration,3515,2016-06-07 08:47:14,fixed-prox,tseifert001,3,6
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-07 08:55:04,fixed-prox,acalzas001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-07 08:56:04,fixed-prox,monda001,2,2
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-07 09:01:04,fixed-prox,thagan001,2,2
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-07 09:08:15,fixed-prox,cmorluniau001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-07 09:08:28,fixed-prox,ldedos001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-07 09:11:15,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-07 09:11:15,fixed-prox,hmies001,2,6
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-07 09:13:15,fixed-prox,iborrasca001,2,6
aribera,14,Ribera,Anda,Administration,3110,2016-06-07 09:30:10,fixed-prox,aribera001,3,2
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 09:32:08,fixed-prox,ostrum001,3,6
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 09:32:35,fixed-prox,ostrum001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 09:33:17,fixed-prox,ostrum001,2,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 09:33:48,fixed-prox,ostrum001,1,4
jcastellanos,107,Castellanos,Janene,Security,2170,2016-06-07 09:35:25,fixed-prox,jcastellanos001,2,3
slea,114,Lea,Sherell,Security,2170,2016-06-07 09:36:25,fixed-prox,slea001,2,3
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 09:48:34,fixed-prox,ostrum001,1,2
monda,38,Onda,Marin,Engineering,2400,2016-06-07 09:57:22,fixed-prox,monda001,2,6
thagan,31,Hagan,Tawana,Engineering,2515,2016-06-07 09:59:37,fixed-prox,thagan001,2,2
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 10:02:18,fixed-prox,ostrum001,1,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 10:03:00,fixed-prox,ostrum001,2,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 10:03:31,fixed-prox,ostrum001,3,4
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 10:03:56,fixed-prox,ostrum001,3,6
ostrum,58,Strum,Orhan,Executive,3200,2016-06-07 10:04:04,fixed-prox,ostrum001,3,3
acalzas,22,Calzas,Axel,Engineering,2430,2016-06-07 10:06:37,fixed-prox,acalzas001,2,2
monda,38,Onda,Marin,Engineering,2400,2016-06-07 10:07:06,fixed-prox,monda001,2,6
monda,38,Onda,Marin,Engineering,2400,2016-06-07 10:07:39,fixed-prox,monda001,2,2
hmies,11,Mies Haber,Ruscella,Administration,2110,2016-06-07 10:08:08,fixed-prox,hmies001,2,6
hmies,72,Mies,Henk,Facilities,2250,2016-06-07 10:08:08,fixed-prox,hmies001,2,6
iborrasca,20,Borrasca,Isande,Engineering,2355,2016-06-07 10:12:06,fixed-prox,iborrasca001,2,6
cmorluniau,75,Morluniau,Cecilia,Facilities,2310,2016-06-07 10:12:08,fixed-prox,cmorluniau001,2,6
ldedos,26,Dedos,Lidelse,Engineering,2100,2016-06-07 10:15:37,fixed-prox,ldedos001,2,2
ncalixto,94,Calixto,Nils,Information Technology,2155,2016-06-07 10:27:21,fixed-prox,ncalixto001,2,6
knielson,35,Nielson,Karole,Engineering,2550,2016-06-07 10:27:30,fixed-prox,knielson001,2,6
